omega,F=1.00,F=3.12,F=5.24,F=7.35,F=9.47,F=11.59,F=13.71,F=15.82,F=17.94,F=20.06,F=22.18,F=24.29,F=26.41,F=28.53,F=30.65,F=32.76,F=34.88,F=37.00
0.146027,0.468409,0.995383,1.310931,1.511758,1.669907,1.804065,1.921362,2.026067,2.121415,2.208182,2.289182,2.364797,2.435004,2.501819,2.565488,2.625472,2.705209,2.786216
0.147028,0.500395,1.033886,1.300123,1.493174,1.649363,1.782480,1.898308,2.021114,2.150611,2.266621,2.366276,2.449169,2.520481,2.587496,2.650573,2.710770,2.768753,2.824070
0.148028,0.523147,1.026422,1.279694,1.482220,1.678076,1.846363,1.979505,2.083504,2.176980,2.262950,2.342217,2.416829,2.486766,2.552445,2.615185,2.674979,2.740750,2.818850
0.149028,0.535797,1.017211,1.303783,1.537473,1.705526,1.834796,1.948348,2.049561,2.141864,2.235166,2.341388,2.439429,2.525298,2.598361,2.661409,2.720826,2.777868,2.832677
0.150028,0.539365,1.023482,1.325595,1.521578,1.671620,1.800834,1.939688,2.068720,2.177206,2.264884,2.343531,2.416681,2.485725,2.550733,2.612175,2.673989,2.749106,2.821419
0.151028,0.535983,1.028898,1.303780,1.490272,1.664833,1.819994,1.940985,2.041130,2.131660,2.214977,2.301622,2.394111,2.480540,2.556474,2.621372,2.680270,2.736238,2.789936
0.152028,0.527607,1.015516,1.273661,1.484106,1.652692,1.779565,1.889215,2.000490,2.110815,2.208718,2.290234,2.362487,2.429995,2.493816,2.554270,2.623697,2.693404,2.759373
0.153029,0.515149,0.985562,1.251929,1.453750,1.600065,1.734795,1.863600,1.972291,2.062065,2.143426,2.220283,2.303016,2.383803,2.457293,2.520924,2.578406,2.633235,2.685484
0.154029,0.498445,0.949712,1.215870,1.397104,1.553809,1.691494,1.800910,1.896178,1.991283,2.084776,2.168212,2.239497,2.305212,2.366856,2.427370,2.492593,2.556026,2.614588
0.155029,0.476813,0.908962,1.156571,1.337955,1.490286,1.609299,1.717254,1.822144,1.913030,1.991396,2.063307,2.133987,2.206501,2.273922,2.333643,2.388398,2.440374,2.490082
0.156029,0.449671,0.856001,1.083970,1.259873,1.393416,1.511034,1.618037,1.707677,1.787659,1.865216,1.940931,2.007835,2.068550,2.125504,2.179250,2.235462,2.290305,2.340383
0.157029,0.416858,0.785848,0.995275,1.149208,1.271142,1.378849,1.469112,1.548247,1.625408,1.693879,1.756023,1.813437,1.867173,1.922281,1.972042,2.018615,2.062814,2.104825
0.158030,0.378834,0.699982,0.877620,1.004386,1.104674,1.189439,1.260358,1.323024,1.381012,1.432586,1.478958,1.521111,1.562118,1.600495,1.636000,1.668981,1.699900,1.728863
0.159030,0.337647,0.597496,0.727200,0.812072,0.872888,0.920833,0.956372,0.984050,1.008626,1.027502,1.041792,1.052400,1.061644,1.069413,1.074720,1.077881,1.079350,1.079224
0.160030,0.294288,0.478470,0.542676,0.567702,0.571803,0.567127,0.553519,0.534951,0.517736,0.498753,0.484984,0.511217,0.536741,0.562435,0.586641,0.609384,0.631058,0.651629
0.161030,0.249879,0.350309,0.345536,0.318464,0.287734,0.320853,0.358052,0.390896,0.424701,0.455686,0.484163,0.510447,0.535380,0.561202,0.585559,0.608507,0.630221,0.650922
0.162030,0.206076,0.232804,0.198251,0.232407,0.276650,0.319896,0.357258,0.390260,0.423516,0.454735,0.483273,0.509747,0.531238,0.547554,0.556873,0.559689,0.556856,0.549320
0.163031,0.164936,0.152764,0.178268,0.231682,0.275492,0.318938,0.353278,0.369148,0.371557,0.362841,0.345311,0.322925,0.299022,0.294346,0.311850,0.328315,0.343973,0.358812
0.164031,0.128542,0.120961,0.177258,0.230199,0.252984,0.251406,0.230375,0.203149,0.199663,0.221108,0.240743,0.258884,0.275722,0.292745,0.310327,0.326894,0.342601,0.357522
0.165031,0.098424,0.117521,0.169179,0.177142,0.150371,0.133112,0.156394,0.177604,0.198218,0.219806,0.239564,0.257765,0.269112,0.270377,0.264951,0.252800,0.236661,0.219280
0.166031,0.075041,0.112280,0.131207,0.148653,0.158768,0.171108,0.181590,0.188850,0.195532,0.204591,0.211365,0.217730,0.223269,0.227268,0.233488,0.239801,0.245119,0.249359
0.167031,0.092240,0.142081,0.166251,0.187721,0.201571,0.216318,0.229319,0.238988,0.247522,0.257901,0.267252,0.275422,0.281905,0.287977,0.295513,0.302644,0.308941,0.315148
0.168032,0.114440,0.176854,0.207368,0.233827,0.251555,0.269622,0.285276,0.298325,0.308712,0.321302,0.333020,0.342715,0.351626,0.359803,0.367791,0.376642,0.385182,0.392892
0.169032,0.139587,0.217362,0.255596,0.288248,0.310754,0.332459,0.351943,0.368345,0.381708,0.396791,0.410716,0.423192,0.434664,0.444593,0.454108,0.465427,0.475645,0.484858
0.170032,0.167912,0.264732,0.312683,0.353017,0.381739,0.407832,0.432266,0.452558,0.470059,0.487747,0.504971,0.520813,0.534854,0.547592,0.559634,0.572913,0.585320,0.597146
0.171032,0.199659,0.320578,0.381305,0.431556,0.468452,0.500616,0.531250,0.556933,0.579588,0.600961,0.622762,0.642518,0.660269,0.676889,0.692250,0.707891,0.723677,0.738658
0.172032,0.235043,0.387126,0.465461,0.529392,0.577655,0.618858,0.658089,0.691701,0.721469,0.748788,0.776933,0.802372,0.825810,0.847741,0.867934,0.887750,0.908295,0.927572
0.173032,0.274196,0.467308,0.571118,0.655449,0.721056,0.776884,0.829866,0.876287,0.917778,0.955551,0.994176,1.029543,1.062625,1.093611,1.122521,1.150177,1.178910,1.206001
0.174033,0.317058,0.564570,0.706643,0.823511,0.916680,0.999945,1.077844,1.147989,1.209018,1.270926,1.330590,1.386421,1.439489,1.489036,1.534559,1.583516,1.630590,1.675705
0.175033,0.363233,0.681654,0.880771,1.049194,1.186139,1.321110,1.443734,1.551767,1.659472,1.765102,1.865624,1.958838,2.045369,2.135117,2.223289,2.308612,2.391123,2.469365
0.176033,0.411269,0.814369,1.090859,1.321111,1.524289,1.711149,1.871675,2.020655,2.160593,2.283514,2.388887,2.484511,2.575454,2.656760,2.727261,2.787625,2.844208,2.900244
0.177033,0.458253,0.948477,1.290866,1.550758,1.760800,1.916547,2.040203,2.154325,2.252733,2.340443,2.425871,2.508568,2.583631,2.650630,2.713975,2.777273,2.840468,2.900485
0.178033,0.501912,1.055566,1.392849,1.605484,1.771554,1.909470,2.035649,2.143728,2.240276,2.333685,2.420296,2.497156,2.568212,2.638160,2.707021,2.771553,2.830004,2.884773
0.179034,0.539541,1.106791,1.391163,1.597263,1.759045,1.900974,2.022532,2.129195,2.230281,2.341217,2.458265,2.563587,2.657638,2.736793,2.802619,2.864022,2.924272,2.984170
0.180034,0.568619,1.107386,1.379944,1.583645,1.746223,1.917121,2.077165,2.212329,2.317372,2.406251,2.490959,2.572106,2.646140,2.714119,2.779822,2.844682,2.906715,2.964141
0.181034,0.587731,1.095633,1.366678,1.609277,1.816355,1.966038,2.087904,2.197460,2.293847,2.384863,2.470337,2.547583,2.619572,2.705618,2.800114,2.884201,2.956313,3.018188
0.182034,0.597157,1.091384,1.407359,1.642647,1.807352,1.943443,2.065181,2.171028,2.275177,2.397539,2.503800,2.592519,2.668787,2.739831,2.805297,2.867408,2.928351,2.987556
0.183034,0.598648,1.103948,1.420541,1.621792,1.781307,1.917777,2.068553,2.201074,2.308123,2.397875,2.481087,2.560583,2.634351,2.702441,2.767759,2.842077,2.923486,2.996918
0.184035,0.594502,1.111792,1.397879,1.594877,1.774444,1.940223,2.065274,2.174022,2.271207,2.359767,2.443543,2.540536,2.631883,2.712235,2.781208,2.844551,2.903999,2.961423
0.185035,0.586538,1.101426,1.369207,1.588814,1.770893,1.908090,2.026940,2.133459,2.244099,2.353052,2.444019,2.521516,2.595228,2.665326,2.730569,2.792030,2.853784,2.927292
0.186035,0.575542,1.075530,1.350738,1.570916,1.731611,1.865023,1.994732,2.117603,2.218304,2.308512,2.390411,2.467384,2.540412,2.623506,2.699270,2.765825,2.826766,2.884129
0.187035,0.561311,1.043986,1.328707,1.528249,1.684981,1.832463,1.958981,2.064699,2.161265,2.248423,2.338155,2.425594,2.499953,2.568373,2.633899,2.696269,2.754816,2.810495
0.188035,0.543111,1.011274,1.286995,1.478485,1.642112,1.780086,1.896810,2.000261,2.098671,2.192244,2.275075,2.351634,2.422435,2.489702,2.553543,2.621825,2.682416,2.739577
0.189035,0.520174,0.973234,1.235113,1.421210,1.579780,1.711072,1.823440,1.927227,2.022102,2.108506,2.188503,2.261816,2.330556,2.399101,2.463077,2.523284,2.581071,2.636458
0.190036,0.492406,0.924504,1.173980,1.352697,1.502587,1.627870,1.735109,1.833441,1.923787,2.006635,2.082492,2.152328,2.218207,2.282585,2.343281,2.401060,2.456390,2.508751
0.191036,0.461546,0.866743,1.101034,1.267721,1.408266,1.525197,1.625460,1.716233,1.800705,1.878066,1.948349,2.013556,2.074838,2.133670,2.190271,2.244358,2.295607,2.343902
0.192036,0.427759,0.798995,1.012593,1.162468,1.289504,1.394235,1.483854,1.563699,1.639145,1.707735,1.769727,1.827399,1.881120,1.931957,1.981981,2.029574,2.074234,2.116334
0.193036,0.391032,0.719076,0.903604,1.028947,1.134970,1.220489,1.292486,1.354800,1.414592,1.467972,1.515443,1.559234,1.599248,1.636120,1.673459,1.708515,1.740789,1.770932
0.194036,0.351506,0.624833,0.768094,0.857182,0.929109,0.982971,1.024693,1.056949,1.088218,1.113659,1.133790,1.150715,1.164187,1.174436,1.185756,1.195293,1.202303,1.207427
0.195037,0.309574,0.515325,0.602173,0.639179,0.661078,0.667691,0.664033,0.652735,0.641592,0.627205,0.609575,0.590681,0.570481,0.549411,0.555412,0.578973,0.601291,0.622479
0.196037,0.265978,0.393476,0.413463,0.392198,0.364395,0.332145,0.331820,0.363935,0.396832,0.428154,0.456746,0.483259,0.508019,0.531086,0.554389,0.578078,0.600505,0.621750
0.197037,0.221903,0.270072,0.236777,0.205606,0.252929,0.295067,0.331406,0.363618,0.395869,0.427332,0.456101,0.482611,0.507504,0.530834,0.553327,0.576994,0.599517,0.620937
0.198037,0.178975,0.165371,0.156599,0.205353,0.252132,0.294474,0.330947,0.363355,0.395001,0.426579,0.450837,0.463741,0.466931,0.461506,0.449067,0.434372,0.415540,0.393620
0.199037,0.139128,0.156484,0.192689,0.212099,0.251358,0.293866,0.319628,0.323238,0.311382,0.298449,0.308090,0.317073,0.326485,0.333973,0.339440,0.347338,0.356512,0.364675
0.200038,0.123486,0.193184,0.237288,0.262378,0.286200,0.307741,0.325261,0.338439,0.352443,0.367004,0.379571,0.392212,0.402765,0.411190,0.419737,0.430000,0.440181,0.448613
0.201038,0.149359,0.235681,0.289222,0.321698,0.349624,0.376877,0.397609,0.415760,0.431782,0.449224,0.466039,0.480915,0.493158,0.505021,0.516794,0.527707,0.539114,0.550254
0.202038,0.178369,0.285275,0.350570,0.392180,0.426288,0.459685,0.485693,0.509201,0.528362,0.550340,0.571084,0.588613,0.604710,0.620558,0.634727,0.647045,0.661837,0.676495
0.203038,0.210706,0.343645,0.424263,0.477571,0.520655,0.561825,0.595544,0.625358,0.650367,0.677803,0.703170,0.725466,0.746933,0.766916,0.784590,0.801230,0.819797,0.837983
0.204038,0.246535,0.412952,0.514416,0.583857,0.640057,0.692709,0.737538,0.776627,0.810900,0.846141,0.878928,0.909088,0.937905,0.964189,0.988283,1.011662,1.035607,1.059103
0.205038,0.285934,0.496472,0.626816,0.720167,0.796719,0.867980,0.930378,0.985327,1.035132,1.084018,1.130479,1.174286,1.215885,1.254282,1.290565,1.325917,1.360373,1.394714
0.206039,0.328801,0.596422,0.768830,0.899186,1.009028,1.112046,1.204901,1.288917,1.367197,1.442831,1.516220,1.586635,1.654200,1.718064,1.779671,1.840074,1.898465,1.956958
0.207039,0.374729,0.714542,0.946441,1.132006,1.293473,1.446674,1.587846,1.718442,1.841685,1.959667,2.074622,2.184688,2.289894,2.389657,2.485241,2.577316,2.665232,2.750746
0.208039,0.422838,0.845436,1.152746,1.402451,1.617662,1.815065,1.988963,2.141378,2.272123,2.392056,2.497858,2.589463,2.668060,2.739764,2.807526,2.870666,2.929996,2.990388
0.209039,0.471637,0.980704,1.345863,1.612033,1.825879,1.989082,2.117021,2.220387,2.325330,2.422155,2.511373,2.593783,2.670066,2.735844,2.801189,2.868367,2.931903,2.992390
0.210039,0.518976,1.092331,1.452005,1.662312,1.841625,1.990006,2.105988,2.219193,2.326644,2.423832,2.512144,2.586513,2.655493,2.731198,2.802758,2.870083,2.933729,2.994137
0.211040,0.562262,1.154139,1.455048,1.663134,1.842293,1.978682,2.100330,2.220319,2.327873,2.417813,2.494979,2.609969,2.723548,2.822944,2.908113,2.975910,3.032444,3.085407
0.212040,0.597874,1.165849,1.446783,1.663864,1.832735,1.968422,2.116733,2.277924,2.402045,2.498306,2.588943,2.678130,2.759975,2.830397,2.892791,2.953193,3.016965,3.082540
0.213040,0.623177,1.162126,1.440913,1.658363,1.858863,2.045880,2.188707,2.296153,2.394377,2.493597,2.587699,2.669228,2.739987,2.807727,2.877570,2.948714,3.016550,3.104030
0.214040,0.637995,1.153785,1.444432,1.709326,1.896524,2.048299,2.170585,2.279135,2.386911,2.485415,2.569147,2.659434,2.764415,2.860867,2.941692,3.008466,3.067920,3.124121
0.215040,0.643745,1.148146,1.487885,1.712283,1.886462,2.030252,2.150776,2.267171,2.399866,2.514759,2.606734,2.692410,2.775325,2.849839,2.915801,2.977980,3.040778,3.104646
0.216041,0.642783,1.164085,1.490436,1.696190,1.869789,2.007254,2.166271,2.301513,2.402554,2.495267,2.587073,2.673102,2.748882,2.817591,2.885257,2.971524,3.056358,3.127918
0.217041,0.637470,1.172510,1.470679,1.678668,1.857660,2.026205,2.161196,2.273087,2.373439,2.471370,2.561446,2.649864,2.742866,2.825351,2.899722,2.968736,3.031008,3.089047
0.218041,0.629422,1.163752,1.448007,1.665775,1.854791,2.003302,2.130959,2.240235,2.344626,2.458804,2.553676,2.635197,2.715714,2.792655,2.862417,2.925973,2.987424,3.049087
0.219041,0.619228,1.143690,1.423064,1.655230,1.824746,1.972228,2.094556,2.216415,2.330250,2.424879,2.511709,2.596504,2.676384,2.748184,2.817272,2.893014,2.961329,3.025584
0.220041,0.606597,1.120163,1.404267,1.621760,1.791198,1.933808,2.063181,2.181871,2.285525,2.378177,2.467331,2.550871,2.629726,2.703049,2.774517,2.844166,2.909243,2.968970
0.221042,0.590757,1.092712,1.374553,1.583546,1.751824,1.889321,2.018511,2.133697,2.233536,2.327298,2.415436,2.494336,2.570672,2.645215,2.717013,2.783377,2.844447,2.903020
0.222042,0.571176,1.060972,1.336571,1.540520,1.705073,1.838980,1.966311,2.076538,2.175371,2.268665,2.352563,2.428591,2.504806,2.578987,2.647247,2.710068,2.770563,2.830264
0.223042,0.549096,1.024562,1.292337,1.491312,1.650176,1.781532,1.904228,2.010483,2.108616,2.198420,2.278337,2.353697,2.428458,2.499144,2.563851,2.625787,2.686599,2.744934
0.224042,0.524616,0.982918,1.240869,1.433948,1.586039,1.714099,1.830436,1.933683,2.029174,2.114092,2.191456,2.265637,2.336282,2.402923,2.465809,2.527206,2.586022,2.640744
0.225042,0.497594,0.935189,1.180804,1.366015,1.510373,1.633098,1.742215,1.841882,1.932411,2.012354,2.087148,2.157940,2.223065,2.286338,2.347529,2.406388,2.461238,2.512237
0.226042,0.467901,0.880194,1.110090,1.284380,1.419207,1.533823,1.634491,1.728406,1.811859,1.886213,1.956613,2.021719,2.080625,2.140114,2.197739,2.251878,2.301744,2.349083
0.227043,0.435446,0.816397,1.025731,1.184639,1.306435,1.409035,1.498435,1.582951,1.656583,1.722878,1.785526,1.842162,1.893610,1.946095,1.997051,2.043903,2.087145,2.128916
0.228043,0.400193,0.741995,0.923688,1.060445,1.162974,1.247437,1.319816,1.388849,1.447331,1.499950,1.549062,1.592110,1.630981,1.670846,1.709667,1.744329,1.776092,1.807058
0.229043,0.362219,0.655119,0.799124,0.903574,0.976634,1.032857,1.077898,1.121067,1.154232,1.182562,1.207620,1.226816,1.242495,1.258925,1.275056,1.287139,1.296730,1.305963
0.230043,0.321770,0.554538,0.648045,0.706744,0.736570,0.750883,0.754875,0.758683,0.753669,0.745003,0.733956,0.718281,0.700390,0.683467,0.668112,0.650294,0.631462,0.613421
0.231043,0.279348,0.441175,0.472381,0.474929,0.454049,0.422783,0.386939,0.357231,0.381579,0.411349,0.439185,0.464884,0.488624,0.510998,0.535995,0.559509,0.581516,0.602276
0.232044,0.235788,0.320729,0.290228,0.301301,0.326291,0.349498,0.365410,0.385573,0.406087,0.420777,0.438861,0.464685,0.488550,0.510942,0.535277,0.558927,0.581028,0.601937
0.233044,0.192312,0.265999,0.316207,0.364355,0.396106,0.424750,0.444356,0.470437,0.493377,0.510622,0.528403,0.546065,0.559706,0.570980,0.585459,0.601870,0.616106,0.627495
0.234044,0.187005,0.319148,0.381681,0.439340,0.480527,0.515009,0.541525,0.573284,0.599612,0.622657,0.646247,0.666622,0.683133,0.699641,0.718398,0.737306,0.753039,0.767494
0.235044,0.219758,0.381209,0.460401,0.530740,0.584174,0.627144,0.663538,0.701953,0.734830,0.766083,0.795866,0.820868,0.843559,0.866867,0.889798,0.912269,0.932433,0.952728
0.236044,0.255891,0.454145,0.556271,0.644853,0.715020,0.771584,0.821930,0.870835,0.915085,0.957842,0.996959,1.030997,1.063777,1.096452,1.126501,1.156310,1.185005,1.213985
0.237045,0.295438,0.540338,0.674812,0.790562,0.885640,0.964524,1.036610,1.104218,1.168036,1.229680,1.286057,1.337344,1.387654,1.436898,1.482520,1.527227,1.571932,1.616698
0.238045,0.338255,0.642118,0.822809,0.978819,1.112403,1.227823,1.335452,1.436366,1.533960,1.628659,1.717088,1.800190,1.882137,1.962325,2.038164,2.112201,2.186890,2.261182
0.239045,0.383915,0.760376,1.002976,1.215422,1.402926,1.569693,1.725718,1.871413,2.012079,2.145967,2.270499,2.387093,2.498379,2.603508,2.701434,2.794174,2.884130,2.968893
0.240045,0.431572,0.891542,1.204892,1.475962,1.709504,1.909681,2.083635,2.233450,2.367026,2.479947,2.574833,2.657965,2.735039,2.806521,2.874029,2.939130,3.003558,3.064714
0.241045,0.479845,1.023133,1.387780,1.673519,1.887481,2.044426,2.171247,2.283641,2.391339,2.488109,2.576883,2.659880,2.737114,2.808812,2.876539,2.941156,3.005593,3.066623
0.242045,0.526780,1.132246,1.485691,1.721370,1.898190,2.046146,2.172108,2.285076,2.392785,2.489887,2.578719,2.661771,2.739352,2.811187,2.878768,2.942403,3.007283,3.068661
0.243046,0.570003,1.195688,1.496679,1.722562,1.899731,2.043928,2.166886,2.286426,2.394370,2.491781,2.580535,2.663728,2.760600,2.862304,2.959594,3.043377,3.114605,3.177880
0.244046,0.607122,1.208288,1.497518,1.723750,1.897933,2.031282,2.168086,2.296358,2.447643,2.574572,2.668247,2.742157,2.826623,2.905291,2.979129,3.049227,3.116170,3.179654
0.245046,0.636328,1.201378,1.498338,1.724463,1.880376,2.072642,2.245326,2.374366,2.481034,2.563978,2.652315,2.743012,2.827656,2.906596,2.980551,3.050553,3.111211,3.162042
0.246046,0.656971,1.193719,1.499137,1.733068,1.941083,2.111810,2.252279,2.365096,2.455229,2.555000,2.653021,2.743814,2.828567,2.904537,2.989419,3.067895,3.145395,3.216945
0.247046,0.669324,1.188476,1.518558,1.765982,1.948762,2.112150,2.239423,2.340541,2.447888,2.555553,2.674659,2.785315,2.865240,2.929901,2.998321,3.075029,3.147934,3.217277
0.248047,0.674162,1.185528,1.546363,1.757880,1.948785,2.099662,2.215871,2.335362,2.483212,2.599292,2.687469,2.762337,2.836145,2.916816,2.998297,3.075152,3.144868,3.204571
0.249047,0.673339,1.209055,1.535537,1.753096,1.939689,2.076396,2.228731,2.366793,2.482103,2.574695,2.656689,2.741293,2.829996,2.915541,2.990700,3.071964,3.139863,3.198446
0.250047,0.668622,1.220478,1.519188,1.746011,1.918578,2.082720,2.226990,2.353245,2.454045,2.545123,2.639194,2.733745,2.834402,2.913063,2.979292,3.043669,3.111071,3.181424
0.251047,0.661206,1.212879,1.504362,1.730727,1.911249,2.068209,2.210913,2.323962,2.423924,2.526087,2.634946,2.725726,2.802679,2.873802,2.946424,3.021794,3.095650,3.163307
0.252047,0.651560,1.196748,1.489300,1.712441,1.888208,2.050189,2.181730,2.291425,2.400600,2.509984,2.605058,2.686108,2.763637,2.843608,2.923500,2.997359,3.062041,3.119779
0.253048,0.639557,1.176837,1.471055,1.683996,1.865632,2.022450,2.146290,2.262418,2.374975,2.475236,2.562412,2.646155,2.731660,2.814335,2.888048,2.952298,3.012197,3.072733
0.254048,0.625493,1.154026,1.447592,1.653715,1.838618,1.985977,2.110788,2.231783,2.337827,2.429715,2.519276,2.609492,2.694825,2.769780,2.836123,2.900014,2.965565,3.031892
0.255048,0.609607,1.128765,1.418453,1.621846,1.803934,1.944919,2.074150,2.192210,2.290070,2.381685,2.476477,2.565571,2.643252,2.712749,2.780766,2.850082,2.918084,2.980604
0.256048,0.591893,1.100942,1.384068,1.586432,1.761482,1.901087,2.031541,2.142039,2.237069,2.331805,2.425929,2.508055,2.580972,2.652337,2.724452,2.793739,2.856186,2.912334
0.257048,0.572423,1.069976,1.344906,1.545207,1.712371,1.852849,1.979290,2.083433,2.179881,2.274364,2.362519,2.439407,2.513274,2.587500,2.658341,2.721841,2.778940,2.834163
0.258048,0.551019,1.035053,1.300810,1.496407,1.656928,1.796926,1.916346,2.017495,2.114928,2.204515,2.286324,2.362308,2.438020,2.510630,2.575881,2.634532,2.691012,2.748381
0.259049,0.527477,0.995260,1.250840,1.438776,1.593829,1.730190,1.842292,1.942145,2.037226,2.120174,2.197696,2.274171,2.348458,2.415774,2.475861,2.533103,2.590669,2.647760
0.260049,0.501646,0.949614,1.193417,1.371375,1.520281,1.649772,1.755164,1.852752,1.942107,2.018590,2.093245,2.168237,2.237621,2.298983,2.355976,2.412761,2.469279,2.522360
0.261049,0.473382,0.897036,1.126381,1.291785,1.432289,1.552104,1.650429,1.742943,1.824147,1.894329,1.965030,2.035251,2.097703,2.153440,2.207674,2.262133,2.314235,2.361399
0.262049,0.442570,0.836281,1.046986,1.196225,1.324513,1.431414,1.520295,1.603684,1.674300,1.736515,1.800011,1.862009,1.915620,1.964623,2.013635,2.062221,2.106963,2.146467
0.263049,0.409141,0.765920,0.951882,1.079476,1.189565,1.278664,1.352918,1.421596,1.477229,1.526807,1.577542,1.626309,1.667101,1.704966,1.743656,1.781193,1.813998,1.842206
